,fixed acidity_val,volatile acidity_val,citric acid_val,residual sugar_val,chlorides_val,free sulfur dioxide_val,total sulfur dioxide_val,density_val,pH_val,sulphates_val,alcohol_val,quality_val,fixed acidity_z,volatile acidity_z,citric acid_z,residual sugar_z,chlorides_z,free sulfur dioxide_z,total sulfur dioxide_z,density_z,pH_z,sulphates_z,alcohol_z,quality_z
1123,9.8,0.36,0.45,1.6,0.042,11.0,124.0,0.9944,2.93,0.46,10.8,5,3.49048931521871,0.8112266970938538,0.9570360640919388,0.944765273129346,0.17268156004088375,1.42943320074484,0.3379477102766635,0.12459818186025608,1.7105429292371859,0.26155273134097773,0.23220977489627956,0.991373917603488
1124,9.6,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,2.96,0.49,10.9,5,3.2534612899173707,0.4786572776537213,0.5438383628135937,0.9644831497921176,0.0811305202530125,0.9589944295436422,0.07908596693146744,0.10946843676874275,1.511847937164434,0.001341846559310476,0.31347788663758885,0.991373917603488
1152,6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,4,0.894529152856046,3.1925509581663003,2.7617432474131687,1.0039189031176607,0.17268156004088375,0.6649701975428935,1.3969275694161019,0.10946843676874275,0.806260303684354,0.9626049390750804,0.9055437894820552,2.1206179753760193
1158,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,1.3685852034587214,0.18099174501966547,0.5304756605101041,0.45181835656005853,7.1056261030949,2.2458696992645177,1.2034563069151858,0.05772200510911356,0.5413336475873495,0.9626049390750804,0.9055437894820552,0.13787014016904328
1163,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,1.3685852034587214,0.18099174501966547,0.5304756605101041,0.45181835656005853,7.1056261030949,2.2458696992645177,1.2034563069151858,0.05772200510911356,0.5413336475873495,0.9626049390750804,0.9055437894820552,0.13787014016904328
1171,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,5,1.5942651128080036,3.2917728023776522,0.9570360640919388,0.19548595994402881,0.7219877987681128,1.1942138151442412,0.4791450248285886,0.4589790656160058,0.3196779847279137,1.3131310429421315,0.7430075659994365,0.991373917603488
1178,9.8,0.44,0.4,2.8,0.036,35.0,167.0,0.9956,2.97,0.39,9.2,5,3.49048931521871,1.6050014507846693,0.5438383628135937,0.7081507531760881,0.4473346794044984,0.01811688714124663,0.6739663773454665,0.5258552423671855,1.4456162731401814,0.8749734131083174,1.0680800129646753,0.991373917603488
1180,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,5,1.5942651128080036,3.2917728023776522,0.9570360640919388,0.19548595994402881,0.7219877987681128,1.1942138151442412,0.4791450248285886,0.4589790656160058,0.3196779847279137,1.3131310429421315,0.7430075659994365,0.991373917603488
1214,9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.9926,2.74,0.47,10.8,6,3.371975302568039,0.3794354334423695,0.9570360640919388,1.023636779780432,0.5846612390863054,1.42943320074484,1.8675852845891856,0.47728740890006377,2.9689445456979557,0.1739212053742153,0.23220977489627956,0.13787014016904328
1217,8.0,0.61,0.38,12.1,0.301,24.0,220.0,0.9993,2.94,0.48,9.2,5,1.3572370875066664,3.2917728023776522,0.37855928230225533,1.125611776461662,11.683178092488472,0.6649701975428935,1.9212093225541385,1.7630645122634336,1.6443112652129361,0.08628967940745241,1.0680800129646753,0.991373917603488
1228,9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,6,3.0164332646160332,0.18099174501966547,1.6181523861372913,1.023636779780432,0.056196039428794836,0.6061653511427438,0.6909409966564762,0.6444778507779572,0.2764069914903449,1.8389201987427082,1.6137676744985423,0.13787014016904328
1229,8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,3,1.7127791254586744,0.5135611644597982,0.7091174433249314,1.033495718111818,0.5846612390863054,1.017799275943792,0.9968685115189807,0.978858734533707,0.07771199941759302,1.488394094875657,1.5324995627572329,3.249862033148551
1239,10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,5,4.083059378472055,0.2802135892310175,1.2049546848589456,0.826458013152717,0.17268156004088375,0.4297508119422947,0.603367720069504,1.3283693633809701,0.011480335393340427,0.8776571062269384,0.6617394542581272,0.991373917603488
1245,8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,4,1.3572370875066664,3.7878820234344124,3.188303650995003,2.2002360545827093,0.17268156004088375,1.5696139656627959,2.227136837416643,1.9636930425168984,1.7767745932614385,1.6663408399278044,0.9055437894820552,2.1206179753760193
1250,5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,7,1.8426412540613981,0.18099174501966547,0.8610338215327804,0.24478065160095758,0.5388857191923696,0.7463461160606998,0.5092361770348872,0.39210288886486333,4.184075168921157,0.17660489849283625,0.011594560327649826,1.2671141979415745
1254,7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,5,0.17209696099997587,1.1732101871331848,3.270943191250672,1.0630725331059752,4.221768349776948,1.334394580062197,0.27390731944834534,0.142906525144314,0.7170679688734205,1.663657146809183,1.0680800129646753,0.991373917603488
1255,6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6,0.538987114904038,0.5778791218650733,0.048001121279579305,0.9053295198038032,0.5139512383681523,0.370945965542145,0.8086054254497472,0.6261695074938993,4.117843504896907,0.7023940542934126,0.17413078381026845,0.13787014016904328
1257,6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,6,0.538987114904038,1.0739883429218329,0.5304756605101041,0.06084643667200072,0.4473346794044984,3.0985399720666886,1.991807979830101,0.25835053536257824,0.6075653116115991,1.225499516975369,0.2553988955515792,0.13787014016904328
1263,9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,2.92,0.46,9.5,6,3.2534612899173707,0.11667378761439007,1.0396756043476079,0.9743420881235033,0.3100081197226911,2.4810890848651166,1.991807979830101,0.12459818186025608,1.7767745932614385,0.26155273134097773,0.8242756777407458,0.13787014016904328
1272,7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,5,0.17209696099997587,1.1088922297279098,0.19991749948742807,0.21520383660680042,5.640809466488956,0.1945314263416958,0.5563019485521956,0.8267980377473639,0.07771199941759302,0.08628967940745241,0.9055437894820552,0.991373917603488
1282,7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,5,0.6461530116026525,0.3151174760370941,3.353582731506341,0.8495615031828607,0.3100081197226911,0.9227606552611489,0.2033086621723828,1.2280550982542562,1.1144579530189271,0.5244473092412664,1.4744205716712233,0.991373917603488
1293,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,4,0.05358294834930726,1.1088922297279098,0.9436733617884495,0.4123826032345155,0.7219877987681128,1.4882380471449896,0.8556711969670556,0.34353505539777873,1.2469212810674295,3.3313398332962976,0.8823546688267555,2.1206179753760193
1294,6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,4,0.05358294834930726,1.3073359181506132,0.9436733617884495,0.4321004798972869,0.676212278874177,1.4882380471449896,0.8556711969670556,0.34353505539777873,1.2469212810674295,3.2437083073295345,0.8823546688267555,2.1206179753760193
1304,8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,5,1.3572370875066664,3.093329113954948,3.1056641107393337,2.1608003012571664,0.35578363961662685,1.510809119262646,2.109472408623372,1.9971311308924695,1.5780796011886837,2.2797615216951437,0.9868119012233645,0.991373917603488
1307,9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,5,3.371975302568039,1.3716538755558887,2.1139896276713053,0.9644831497921176,0.14774707921666638,0.7237750439430433,0.08564423337911187,0.592731419118328,1.3793846091159316,1.140551684127227,0.8242756777407458,0.991373917603488
1309,9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61,10.3,6,3.0164332646160332,1.0739883429218329,1.7834314666486295,0.944765273129346,0.14774707921666638,1.2530186615443908,1.043934283036289,0.2917886237381495,1.1144579530189271,1.0529201581604641,0.17413078381026845,0.13787014016904328
1312,9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,5,3.2534612899173707,0.2802135892310175,1.7007919263929605,1.0039189031176607,0.2642325998287553,1.1354089687440914,0.5092361770348872,0.07603034839317149,1.6443112652129361,0.5244473092412664,0.011594560327649826,0.991373917603488
1326,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,6,0.4204731022533693,0.5778791218650733,3.188303650995003,0.08056431333477215,0.17268156004088375,0.13572657994154608,0.6974992631041207,0.592731419118328,0.45214131277641595,1.137867991008606,1.0680800129646753,0.13787014016904328
1335,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6,1.3685852034587214,0.6771009660764253,0.7783942812771115,0.8067401364899456,0.056196039428794836,1.4520042728624964,1.1916898640358586,0.3252267121137208,3.058136880508889,2.016866943794855,0.3366670072928885,0.13787014016904328
1352,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6,1.3685852034587214,0.6771009660764253,0.7783942812771115,0.8067401364899456,0.056196039428794836,1.4520042728624964,1.1916898640358586,0.3252267121137208,3.058136880508889,2.016866943794855,0.3366670072928885,0.13787014016904328
1369,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,5,0.6461530116026525,3.589438335011708,1.1223151446032766,1.529828248048478,5.59503394659502,0.39351703765980145,1.0975583210012418,1.462121716883255,1.9092379213099406,0.001341846559310476,0.9868119012233645,0.991373917603488
1372,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6,4.55711542907473,0.5778791218650733,1.8660710069042987,0.35661458661357315,0.0811305202530125,0.09949280565905282,1.003426777966625,1.3283693633809701,2.1079329133826925,1.6663408399278044,0.8242756777407458,0.13787014016904328
1373,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6,4.55711542907473,0.5778791218650733,1.8660710069042987,0.35661458661357315,0.0811305202530125,0.09949280565905282,1.003426777966625,1.3283693633809701,2.1079329133826925,1.6663408399278044,0.8242756777407458,0.13787014016904328
1385,6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,5,0.7760151402053762,0.5135611644597982,0.3651965799987663,1.0039189031176607,0.17268156004088375,0.5473605047425941,0.008487309655504876,0.5258552423671855,3.852916848799903,1.3158147360607528,0.8242756777407458,0.991373917603488
1386,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7,1.4870992161093912,2.101110671841429,1.687429224089471,0.3729468499089724,0.3100081197226911,1.0766041223439415,0.526210796345897,1.112611088035992,1.5348086079511147,3.594234411196586,2.5889850153942566,1.2671141979415745
1394,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7,1.4870992161093912,2.101110671841429,1.687429224089471,0.3729468499089724,0.3100081197226911,1.0766041223439415,0.526210796345897,1.112611088035992,1.5348086079511147,3.594234411196586,2.5889850153942566,1.2671141979415745
1401,6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,6,0.6575011275547077,3.8871038676457643,1.2049546848589456,1.2242011597755194,0.2850736388984734,1.2755897336620472,1.9682750940714469,1.2949312750053987,0.12098299265516183,0.26423642445959916,0.9868119012233645,0.13787014016904328
1417,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,3,2.06832116341068,2.696441737109541,0.13064066153524798,1.8058785213272792,0.5139512383681523,0.01128553605882823,5.368777086196976,2.030569219268041,0.981994624970425,1.22818321009399,0.3947459983788982,3.249862033148551
1418,6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5,0.05358294834930726,0.7120048528825017,3.353582731506341,1.0630725331059752,0.0811305202530125,1.017799275943792,0.14968462420743,0.6779159391535284,0.3859096487521663,0.5271310023598879,0.2553988955515792,0.991373917603488
1419,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7,0.8831810369039897,1.3716538755558887,3.353582731506341,0.944765273129346,0.2642325998287553,0.4885556583424444,0.8321383112084014,0.8116682926558135,0.783299632897673,0.7873418871415545,0.23220977489627956,1.2671141979415745
1423,9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,0.43,10.0,4,3.49048931521871,0.2802135892310175,3.353582731506341,0.7115363665434604,0.4681757184742165,0.04068795925890309,2.0388737513474093,1.2280550982542562,0.8495312969219228,0.5244473092412664,0.41793511903419783,2.1206179753760193
1436,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,5,1.9498071507600114,2.795663581320893,3.353582731506341,2.259389684571024,0.23929811900453762,0.9227606552611489,2.4624656950031847,2.164321572770326,1.3131529450916792,1.8416038918613291,1.0680800129646753,0.991373917603488
1440,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,5,0.40912498630131416,0.18099174501966547,3.353582731506341,1.4213799264032345,0.19352259911060218,1.2167848872618976,0.5563019485521956,1.3283693633809701,1.0482262889946776,0.4368157832745035,1.3931524599299125,0.991373917603488
1445,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6,1.7127791254586744,0.776322810287777,3.353582731506341,0.38280578824035816,0.0811305202530125,0.13572657994154608,0.19675039572473838,0.5441635856512435,0.40887031953884717,0.6120788352080293,1.369963339274613,0.13787014016904328
1455,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,5,0.05358294834930726,0.6127830086711502,3.353582731506341,0.9481508864967183,1.0632574770953813,0.5111267304601008,0.27390731944834534,0.9271123028740778,1.2469212810674295,2.805550677495721,1.0680800129646753,0.991373917603488
1457,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6,1.7127791254586744,0.776322810287777,3.353582731506341,0.38280578824035816,0.0811305202530125,0.13572657994154608,0.19675039572473838,0.5441635856512435,0.40887031953884717,0.6120788352080293,1.369963339274613,0.13787014016904328
1458,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,6,0.2906109736506445,0.5778791218650733,3.353582731506341,0.7278686298388595,0.0811305202530125,0.39351703765980145,0.13271000489642024,1.0122968229092781,0.806260303684354,0.6997103611747921,1.369963339274613,0.13787014016904328
1460,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,6,1.9498071507600114,1.0739883429218329,3.353582731506341,0.550407739873916,0.19352259911060218,0.370945965542145,0.24381616724204674,0.4104112321489212,0.6075653116115991,0.7873418871415545,1.5324995627572329,0.13787014016904328
1465,7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,3.46,0.53,10.2,5,0.17209696099997587,0.776322810287777,3.353582731506341,1.102508286431518,0.0811305202530125,0.9589944295436422,0.5798348343108498,0.31009696702220746,1.7997352640481192,0.35186795042636204,0.2553988955515792,0.991373917603488
1476,7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,3.22,0.36,10.7,5,0.2906109736506445,5.673097063450098,1.2875942251146149,0.4552039699274307,0.8135388385559842,0.27590734485950197,1.0740254352425878,0.726483772620613,0.21017532746609527,1.137867991008606,0.1509416631549688,0.991373917603488
1484,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,3,0.7646670242533211,0.41433932024844616,0.7783942812771115,0.353228973246201,0.33084915879240917,1.605847739945289,0.10261885269012162,0.592731419118328,0.3196779847279137,0.08897337252607336,1.1493481247059845,3.249862033148551
1487,6.7,0.25,0.74,19.4,0.054,44.0,169.0,1.0004,3.51,0.45,9.8,6,0.18344507695203105,0.2802135892310175,3.353582731506341,2.5650167728439817,0.37662467868634497,0.5111267304601008,0.7210321488627749,2.1308834843947544,2.1308935841693737,0.3491842573077406,0.5804713425168164,0.13787014016904328
1488,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,6,0.4204731022533693,0.18099174501966547,3.353582731506341,1.36222629641492,0.0811305202530125,1.9224430440636942,2.015340865588755,1.0608646563763628,0.05475132863090923,0.4394994763931249,0.8242756777407458,0.13787014016904328
1489,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,5,1.2387230748559976,1.1732101871331848,3.353582731506341,2.259389684571024,0.40155915951056265,0.9815655016612986,1.1446240925185502,1.930254954141327,1.3131529450916792,0.6997103611747921,0.9868119012233645,0.991373917603488
1496,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,5,0.18344507695203105,3.390994646589004,0.7783942812771115,1.0433546564432035,0.3100081197226911,1.7234574327455885,1.7969866273132231,0.20978270189549367,1.4685769439268652,1.488394094875657,0.09286267206895914,0.991373917603488
1504,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,8,0.17209696099997587,1.0739883429218329,3.353582731506341,1.2636369131010627,0.035355000359076724,0.6649701975428935,0.29088193875935514,0.05772200510911356,0.47510198356309685,0.9626049390750804,1.369963339274613,2.3963582557141057
1507,7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,6,1.120209062205328,0.18099174501966547,3.353582731506341,0.21858944997417273,0.0811305202530125,1.3931994264623466,0.5092361770348872,0.6596075958694705,0.21017532746609527,1.3158147360607528,0.41793511903419783,0.13787014016904328
1511,8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,6,2.3053491887120194,0.4786572776537213,3.353582731506341,0.629279246525002,0.17268156004088375,1.1942138151442412,0.29088193875935514,0.20978270189549367,1.1144579530189271,0.17660489849283625,0.5572822218615168,0.13787014016904328
1525,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,0.40912498630131416,0.08176990080831344,3.353582731506341,1.204483283112748,0.40155915951056265,0.6875412696605501,0.4151046340002705,1.3618074517565413,0.981994624970425,0.4368157832745035,1.4744205716712233,0.991373917603488
1526,14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6,8.705105871848145,0.08176990080831344,1.2875942251146149,1.0433546564432035,0.40155915951056265,0.13572657994154608,0.4151046340002705,0.6779159391535284,0.2534463207036641,0.4394994763931249,0.4760141101202075,0.13787014016904328
1530,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,0.40912498630131416,0.08176990080831344,3.353582731506341,1.204483283112748,0.40155915951056265,0.6875412696605501,0.4151046340002705,1.3618074517565413,0.981994624970425,0.4368157832745035,1.4744205716712233,0.991373917603488
1534,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,0.2906109736506445,0.9747664987104812,3.353582731506341,1.8157374596586644,0.0811305202530125,0.5111267304601008,0.8857623491733542,1.8633787773901844,1.2698819518541102,1.5787093139610415,1.230616236447294,0.13787014016904328
1540,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,0.2906109736506445,0.9747664987104812,3.353582731506341,1.8157374596586644,0.0811305202530125,0.5111267304601008,0.8857623491733542,1.8633787773901844,1.2698819518541102,1.5787093139610415,1.230616236447294,0.13787014016904328
1551,6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,0.31,8.7,6,0.30195908960270074,0.8755446544991291,5.419571237898067,1.023636779780432,3.489360031473975,0.5699315768602506,0.22028328148339255,0.142906525144314,0.6508363048491708,1.5760256208424201,1.4744205716712233,0.13787014016904328
1560,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6,1.120209062205328,0.2158956318257421,3.353582731506341,0.9053295198038032,0.5846612390863054,0.13572657994154608,0.4151046340002705,1.0122968229092781,0.6737969756358517,0.26423642445959916,1.8575720097224715,0.13787014016904328
1563,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6,1.120209062205328,0.2158956318257421,3.353582731506341,0.9053295198038032,0.5846612390863054,0.13572657994154608,0.4151046340002705,1.0122968229092781,0.6737969756358517,0.26423642445959916,1.8575720097224715,0.13787014016904328
1569,6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,0.46,9.9,5,0.18344507695203105,0.2158956318257421,3.353582731506341,0.2743574665951149,0.35578363961662685,0.01811688714124663,0.4386375197589247,0.15803627023586447,0.14394366344184267,0.26155273134097773,0.49920323077550716,0.991373917603488
1570,6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.9946,3.21,0.45,9.9,5,0.30195908960270074,0.2158956318257421,3.353582731506341,0.353228973246201,0.21845707993481953,0.04068795925890309,0.485703291276233,0.19147435861143572,0.14394366344184267,0.3491842573077406,0.49920323077550716,0.991373917603488
1575,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,6,0.06493106430136242,1.0739883429218329,3.353582731506341,0.7870222598271741,0.33084915879240917,1.510809119262646,1.0269596637252794,0.42554097724043455,2.925673552460387,2.3673930476619067,0.011594560327649826,0.13787014016904328
1577,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4,0.2906109736506445,3.589438335011708,1.2875942251146149,0.9053295198038032,0.19352259911060218,1.0766041223439415,0.24381616724204674,0.19147435861143572,0.806260303684354,0.7900255802601756,0.06967355141365948,2.1206179753760193
1578,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,0.538987114904038,0.9747664987104812,3.353582731506341,1.086176023136119,0.010420519534859058,1.0991751944615982,0.6974992631041207,1.2614931866298276,2.5945152323391327,1.6663408399278044,0.3366670072928885,0.991373917603488
1580,9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,5,3.49048931521871,0.3151174760370941,1.2875942251146149,1.7763017063331217,0.010420519534859058,1.3118235079445406,0.4556121390699344,2.1308834843947544,0.05475132863090923,0.3491842573077406,0.8242756777407458,0.991373917603488
1583,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,5,0.538987114904038,0.9747664987104812,3.353582731506341,1.086176023136119,0.010420519534859058,1.0991751944615982,0.6974992631041207,1.2614931866298276,2.5945152323391327,1.6663408399278044,0.3366670072928885,0.991373917603488
1584,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,0.538987114904038,0.2802135892310175,3.353582731506341,0.2777430799624872,0.035355000359076724,0.9815655016612986,1.6623475792089424,0.5258552423671855,0.14394366344184267,0.6120788352080293,1.0680800129646753,0.13787014016904328
1585,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,0.5276389989519829,0.2158956318257421,3.353582731506341,1.401662049740463,0.3100081197226911,0.6287364232604004,0.6269006058281582,1.3952455401321127,1.1144579530189271,0.7873418871415545,1.4744205716712233,0.991373917603488
1587,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,0.538987114904038,0.2802135892310175,3.353582731506341,0.2777430799624872,0.035355000359076724,0.9815655016612986,1.6623475792089424,0.5258552423671855,0.14394366344184267,0.6120788352080293,1.0680800129646753,0.13787014016904328
1588,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,0.5276389989519829,0.2158956318257421,3.353582731506341,1.401662049740463,0.3100081197226911,0.6287364232604004,0.6269006058281582,1.3952455401321127,1.1144579530189271,0.7873418871415545,1.4744205716712233,0.991373917603488
1589,7.0,0.27,0.74,1.5,0.036,27.0,122.0,0.9926,3.35,0.48,11.2,6,0.17209696099997587,0.08176990080831344,3.353582731506341,0.9644831497921176,0.4473346794044984,0.4885556583424444,0.3850134817939719,0.47728740890006377,1.0711869597813584,0.08628967940745241,0.5572822218615168,0.13787014016904328
1590,7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,0.82,12.3,6,1.2387230748559976,1.3716538755558887,3.353582731506341,1.023636779780432,0.8135388385559842,0.31214111914199527,0.6269006058281582,1.0122968229092781,0.7170679688734205,2.893182203462483,1.4512314510159237,0.13787014016904328
1592,6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,6,0.06493106430136242,0.6771009660764253,3.353582731506341,1.023636779780432,0.056196039428794836,0.6061653511427438,0.643875225139168,0.8116682926558135,0.3859096487521663,0.6997103611747921,0.1509416631549688,0.13787014016904328
1598,6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,6,0.6575011275547077,0.3794354334423695,3.353582731506341,0.9842010264548893,5.778136026170762,0.6649701975428935,0.7144738824151304,0.2766588786466362,0.5413336475873495,0.8749734131083174,0.49920323077550716,0.13787014016904328
1599,6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,6,0.18344507695203105,0.5135611644597982,1.2875942251146149,0.944765273129346,5.549258426701084,0.9001895831434925,1.043934283036289,0.8785444694069932,0.5183729768006685,0.08897337252607336,0.7198184453441369,0.13787014016904328
1605,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,9,0.2906109736506445,0.18099174501966547,1.2875942251146149,0.826458013152717,0.6304367589802412,0.2533362727418455,0.5968094536218596,1.2463634415383142,1.2036502878298607,0.6120788352080293,1.938840121463781,3.525602313486637
1608,6.9,0.27,0.49,23.5,0.057,59.0,235.0,1.0024,2.98,0.47,8.6,5,0.05358294834930726,0.08176990080831344,1.2875942251146149,3.373449716017614,0.5139512383681523,1.3931994264623466,2.274202608933951,2.799645251906254,1.3793846091159316,0.1739212053742153,1.5556886834125325,0.991373917603488
1635,7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.9933,3.26,0.45,10.2,6,0.7646670242533211,1.3716538755558887,3.353582731506341,0.944765273129346,0.49311019929843386,0.8413847367433428,0.29088193875935514,0.24322079027106494,0.47510198356309685,0.3491842573077406,0.2553988955515792,0.13787014016904328
1638,7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,5,0.8831810369039897,1.9026669834187249,1.2875942251146149,1.3030726664266055,8.845095859064457,0.39351703765980145,1.9212093225541385,1.5958740703855772,1.511847937164434,0.17660489849283625,1.0680800129646753,0.991373917603488
1649,6.9,0.26,0.49,1.6,0.058,39.0,166.0,0.9965,3.65,0.52,9.4,4,0.05358294834930726,0.18099174501966547,1.2875942251146149,0.944765273129346,0.5597267582620881,0.21710249845935226,0.6504334915868123,0.8267980377473639,3.058136880508889,0.26423642445959916,0.9055437894820552,2.1206179753760193
1651,6.4,0.42,0.74,12.8,0.076,48.0,209.0,0.9978,3.12,0.58,9.0,6,0.538987114904038,1.4065577623619654,3.353582731506341,1.2636369131010627,1.3836861163529313,0.7463461160606998,1.6623475792089424,1.2614931866298276,0.45214131277641595,0.7900255802601756,1.230616236447294,0.13787014016904328
1653,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,6,1.2387230748559976,0.5135611644597982,0.44783612025443503,4.970597725702106,0.33084915879240917,0.01811688714124663,0.8857623491733542,5.4412542335766805,0.2534463207036641,0.9626049390750804,1.3931524599299125,0.13787014016904328
