,fixed acidity_val,volatile acidity_val,citric acid_val,residual sugar_val,chlorides_val,free sulfur dioxide_val,total sulfur dioxide_val,density_val,pH_val,sulphates_val,alcohol_val,quality_val,fixed acidity_z,volatile acidity_z,citric acid_z,residual sugar_z,chlorides_z,free sulfur dioxide_z,total sulfur dioxide_z,density_z,pH_z,sulphates_z,alcohol_z,quality_z
832,10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3,1.1952317228205385,0.49060723738133394,0.76524713019857,0.7370095790417932,1.222800127611018,1.733315141936622,0.04659285151459599,0.8338815838217725,0.4463367627054749,1.1911857848986502,0.49090986207595044,3.265164632733176
836,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,0.9305309231205855,1.3844434888439687,0.046340660912188414,0.09847944135837348,1.6039448910707979,1.9245766775074356,1.6278591444679118,3.236623592165706,0.3311766102216806,1.5824288294429105,1.1987006192717338,1.6895193508875581
837,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,0.9305309231205855,1.3844434888439687,0.046340660912188414,0.09847944135837348,1.6039448910707979,1.9245766775074356,1.6278591444679118,3.236623592165706,0.3311766102216806,1.5824288294429105,1.1987006192717338,1.6895193508875581
889,10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,5,1.3675908562752237,2.079171985573742,0.3544434334634949,2.8813278678309184,0.5214273034268083,0.6813766962971477,1.5974501772957326,3.256044169012271,0.5903477345307295,0.1289504006827337,1.0541133558585118,0.787822640922809
899,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3,0.011282211362261343,2.749549174170718,1.2887713534768064,0.6109984894009818,0.0736769110325213,0.9443463560547672,1.0785389338560325,1.1518898006958171,1.0942645734781045,0.9922980604340679,0.5416298765254124,3.265164632733176
911,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,0.44834214451689997,1.3844434888439687,0.9706489785661079,4.584074901653372,0.5639347473167605,1.2312386594109874,1.139356868200391,1.1995910332268798,0.8495188588397814,0.3431542145243409,0.4477626275616524,0.4508483549823745
917,6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,0.8730778786356905,0.6582015345305782,0.2003920471878415,4.442179315501501,0.0736769110325213,0.968268999653368,0.04463405000194146,0.7914804882385861,0.4463367627054749,0.10710190692080361,0.30317536414843055,0.4508483549823745
923,6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,0.8730778786356905,0.6582015345305782,0.2003920471878415,4.442179315501501,0.0736769110325213,0.968268999653368,0.04463405000194146,0.7914804882385861,0.4463367627054749,0.10710190692080361,0.30317536414843055,0.4508483549823745
925,8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7,0.16107692209242377,1.7196320831424572,0.4571443576472635,0.45321840673805114,0.4987513499320426,3.5502997298593506,0.9284528995077913,0.3745496402994799,1.029471792400843,1.2501988617995345,0.5416298765254124,1.6895193508875581
926,9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6,0.6207012779715861,1.6079025517096277,0.30309297137161045,0.16942723443430907,0.5625125157669708,3.454668962073944,0.8068170308190747,0.590075284218348,1.029471792400843,1.4272380925021877,0.2093081151846706,0.4508483549823745
982,7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6,0.5858126562112143,0.043689111650016335,0.25174250927972597,0.31132282058617994,0.37122901826218613,3.359038194288537,0.7155901293025373,1.3603751126089891,0.18716563839642308,0.955133477295113,2.325107606836858,0.4508483549823745
1017,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6,0.18364134481694747,1.9430911460081157,0.508494819739148,1.1626963374974064,0.8175571791066835,1.9245766775074356,1.9015398490175242,3.5387313981960045,2.7285095100804058,1.2873634449384892,2.1373731089093364,0.4508483549823745
1018,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6,0.18364134481694747,1.9430911460081157,0.508494819739148,1.1626963374974064,0.8175571791066835,1.9245766775074356,1.9015398490175242,3.5387313981960045,2.7285095100804058,1.2873634449384892,2.1373731089093364,0.4508483549823745
1043,9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,7,0.6781543224564811,0.7699310659634073,0.7138966681066855,4.513127108577437,0.3924827402071622,0.20322285737011386,0.22708785303501636,0.9769852814150779,0.13679826698989028,0.8961204003942292,0.4477626275616524,1.6895193508875581
1051,8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,5,0.10362387760752874,0.37887770594850445,1.638204985760605,0.8079573721177288,6.9400513308095775,0.011961321799300349,0.04463405000194146,0.14486378059474417,1.8214105749987273,4.023813476141096,1.1479806048222734,0.787822640922809
1071,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,0.4709065672414237,1.352930031260351,0.36446303582288697,3.9455447639699517,0.22387519619714352,1.350792070794995,1.3845874070904787,1.1518898006958171,0.7199332966852555,0.4611803683261096,1.1479806048222734,0.787822640922809
1074,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,0.4709065672414237,1.352930031260351,0.36446303582288697,3.9455447639699517,0.22387519619714352,1.350792070794995,1.3845874070904787,1.1518898006958171,0.7199332966852555,0.4611803683261096,1.1479806048222734,0.787822640922809
1079,7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,12.3,7,0.24109438930184252,1.2727139574111397,2.100359144587565,4.087440350121823,0.7963034571617075,2.0680228291855456,7.040655301115801,1.900989081294777,1.9509961371532532,0.8742719066322993,1.7619041130542967,1.6895193508875581
1081,7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,7,0.24109438930184252,1.2727139574111397,2.100359144587565,4.087440350121823,0.7963034571617075,2.0680228291855456,7.375153940009771,1.900989081294777,1.9509961371532532,0.8742719066322993,1.7619041130542967,1.6895193508875581
1111,5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,7,1.6774205014242236,0.6023367688141634,0.005009801179696045,0.38227061366211557,0.09635286452728704,0.6813766962971477,0.25945562171985004,1.0794678543702545,3.0380480057959907,0.10710190692080361,1.7619041130542967,1.6895193508875581
1114,5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,1.9072326793638048,0.7140663002469926,1.1760508269336454,1.2495286270844015,0.8813183449416118,1.2551613030095883,1.0196798010243289,3.4698296178733194,1.1590573545553688,0.010924246880965043,2.9821783495831795,0.4508483549823745
1131,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,1.3901552789997473,1.887226380291701,0.31311257373100265,0.5951139928899222,0.9025720668865879,3.9328228010009774,2.692172995494182,1.768485657597283,0.057580076241897156,1.2873634449384892,0.8663788579309919,0.787822640922809
1154,6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,11.4,6,0.9879839676054811,0.2914994826484715,1.3914722776605752,0.24037502751024437,0.26638264008709567,3.26340742650313,0.5027273590972833,0.6925578571735246,1.8069851653279956,0.1289504006827337,0.9170988723804538,0.4508483549823745
1165,8.5,0.44,0.5,1.9,0.369,15.0,38.0,0.99634,3.01,1.1,9.4,5,0.10362387760752874,0.49060723738133394,1.1760508269336454,0.45321840673805114,5.983633843285657,0.08366944598610641,0.2574968202071955,0.21554553186248693,1.9509961371532532,2.6074996305198734,0.9602461068947519,0.787822640922809
1175,6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6,1.0454370120903762,0.45909377979771565,1.3914722776605752,0.24037502751024437,0.16011403036221528,3.0721458909323167,0.38109149040856666,0.7084582680172121,1.9365707274825215,0.2469765544845017,1.0109661213442138,0.4508483549823745
1186,6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5,0.9879839676054811,1.520524328409595,1.237420891384922,3.732701384742145,0.1799455207574017,0.9443463560547672,1.0481299666838535,0.23674607965410951,1.3534356977871564,0.9332849835331836,1.6680368640905352,0.787822640922809
1231,7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,0.2985474337867381,1.6043214769842165,1.340121815568691,0.0434161447934977,0.2862141304822821,3.0721458909323167,1.3237694727461202,0.2844473121851721,0.4463367627054749,0.22512806072257227,0.35389537859789244,0.787822640922809
1235,6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,1.3327022345148523,1.1051196602618953,0.25174250927972597,7.351038831614858,0.7112885693818033,0.9443463560547672,2.023175717706241,0.5441540226322841,0.07200548591262876,0.5792065221278776,1.0109661213442138,2.0264936368279924
1244,5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,1.3901552789997473,1.3285787231275543,0.10771072536346497,7.705777796994536,0.4349901840971144,5.367284317782079,3.452397174798661,0.24556638260486324,0.12237285731916156,0.6972326759296462,0.11544086622090897,0.4508483549823745
1260,8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,5,0.16107692209242377,0.5987556940887525,2.100359144587565,0.5241661998139866,6.706260389414843,0.2988536251555206,0.2898645888920292,0.22614580575829824,1.8862033560759888,2.902565015024294,1.0541133558585118,0.787822640922809
1269,5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8,1.6199674569393285,0.21128340879926055,1.237420891384922,0.5241661998139866,0.9238257888315639,1.1595305352241814,1.2325425712295828,3.1518214009992747,1.2238501356326303,0.955133477295113,3.357647345438221,2.9281903467927415
1270,5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,1.9072326793638048,0.8257958316798221,1.340121815568691,0.6660617859658576,0.8388109010516596,0.968268999653368,0.41150045758074577,3.130620853207652,2.51970575717789,0.5420419389889234,3.357647345438221,0.4508483549823745
1288,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,0.7581717896658999,0.40322901408130096,0.14904158509595705,1.3914242132362726,0.4137364621521383,0.3944843929409274,1.9319488161897034,1.2684928135496238,0.07200548591262876,3.0205911688260625,0.2093081151846706,0.787822640922809
1289,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,0.7581717896658999,0.40322901408130096,0.14904158509595705,1.3914242132362726,0.4137364621521383,0.3944843929409274,1.9319488161897034,1.2684928135496238,0.07200548591262876,3.0205911688260625,0.2093081151846706,0.787822640922809
1295,6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,0.9879839676054811,0.5708233112305452,1.3914722776605752,1.2495286270844015,0.11760658647226313,3.359038194288537,0.9436573830938809,0.6183559399029044,0.7199332966852555,1.228350368037605,0.8663788579309919,0.787822640922809
1296,6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,0.9879839676054811,0.5708233112305452,1.3914722776605752,1.2495286270844015,0.11760658647226313,3.359038194288537,0.9436573830938809,0.6183559399029044,0.7199332966852555,1.228350368037605,0.8663788579309919,0.787822640922809
1299,7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,3,0.41345352275652864,5.87797605428994,1.3914722776605752,0.31132282058617994,1.05277035205121,1.039977123840174,1.139356868200391,1.0529671696307557,1.2238501356326303,1.5234157525420262,0.4477626275616524,3.265164632733176
1300,5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6,1.7923265903940142,0.6546204598051673,1.3914722776605752,0.2758489240482123,0.15869179881242562,0.08366944598610641,0.561586491928987,1.22257155196356,3.0380480057959907,0.2841411376234566,1.9496386109818167,0.4508483549823745
1312,8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,0.18364134481694747,3.6433854256333524,0.31311257373100265,0.45321840673805114,0.09493063297749738,0.17930021377151317,0.16626991869065808,0.7561595005483336,0.18716563839642308,1.1103242142358365,0.07229363170661092,0.787822640922809
1316,5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,1.6774205014242236,1.1853357341111066,1.3914722776605752,0.9498529582695998,0.987586954666492,0.011961321799300349,0.014225082829762314,2.2083970242730104,4.528281970573037,0.4021672914252252,1.9496386109818167,0.4508483549823745
1319,9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,6,0.44834214451689997,1.297065265543936,2.100359144587565,0.5951139928899222,6.9400513308095775,0.20322285737011386,0.5331363262694624,0.12014306680030291,2.6637167290031445,3.964800399240212,1.2418478537860334,0.4508483549823745
1321,5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,1.9072326793638048,1.1853357341111066,1.3914722776605752,0.9498529582695998,0.987586954666492,0.011961321799300349,0.014225082829762314,2.2083970242730104,4.528281970573037,0.4021672914252252,1.9496386109818167,0.4508483549823745
1358,7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,5,0.5283596117263187,0.6266880769469598,0.5185144220985403,2.029954350919693,1.7116357323454678,3.454668962073944,1.5670412101235536,0.32506843682335973,0.2015910480671547,0.9332849835331836,0.8663788579309919,0.787822640922809
1367,6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6,0.8156248341507949,0.06804041978281314,0.14904158509595705,0.24037502751024437,0.011337976747382728,0.657454052698547,1.7799039803288075,0.266766930396427,0.3959693912989421,3.0796042457269466,0.07229363170661092,0.4508483549823745
1370,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,0.21852996657731882,1.4087947969767656,1.22740128902553,0.5951139928899222,6.961305052754554,0.37056174934232666,0.5939542606138207,0.27384703828941964,2.015788918230515,3.0205911688260625,1.1479806048222734,0.787822640922809
1372,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,0.21852996657731882,1.4087947969767656,1.22740128902553,0.5951139928899222,6.961305052754554,0.37056174934232666,0.5939542606138207,0.27384703828941964,2.015788918230515,3.0205911688260625,1.1479806048222734,0.787822640922809
1374,6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3,0.8730778786356905,1.6043214769842165,1.3914722776605752,0.9498529582695998,3.815754204898098,0.011961321799300349,0.5311775247568079,1.0794678543702545,0.057580076241897156,0.8742719066322993,0.5847771110397104,3.265164632733176
1434,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6,1.0803256338507474,0.06804041978281314,0.508494819739148,9.124733658513247,2.6893069418143662,3.741561265430164,1.4758143086070161,3.680055124844252,0.8495188588397814,0.660068092790692,1.3357151027497933,0.4508483549823745
1435,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6,1.0803256338507474,0.06804041978281314,0.508494819739148,9.124733658513247,2.6893069418143662,3.741561265430164,1.4758143086070161,3.680055124844252,0.8495188588397814,0.660068092790692,1.3357151027497933,0.4508483549823745
1469,7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3,0.5858126562112143,2.526090111305059,1.1347199672011534,0.31132282058617994,0.5625125157669708,0.3944843929409274,0.07700181868677514,0.1607641914384317,0.007212704835364363,0.6382195990287619,0.6786443600034721,3.265164632733176
1474,9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5,0.9079665003960623,0.1554186430828458,1.1760508269336454,7.9895689692982765,2.498023444309582,3.0721458909323167,1.080497735368687,3.0069377324609703,0.9791044209943073,0.5420419389889234,1.5234496006773133,0.787822640922809
1476,9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,5,0.9079665003960623,0.1554186430828458,1.1760508269336454,7.9895689692982765,2.498023444309582,3.0721458909323167,1.080497735368687,3.0069377324609703,0.9791044209943073,0.5420419389889234,1.5234496006773133,0.787822640922809
1478,7.1,0.875,0.05,5.7,0.082,3.0,14.0,0.99808,3.4,0.52,10.2,3,0.7007187451810049,1.939510071282705,1.1347199672011534,2.2427977301474993,0.11618435492247346,1.2312386594109874,0.9873120323394952,0.7066782970721546,0.5759223248600008,0.8152588297314148,0.2093081151846706,3.265164632733176
1493,7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5,0.3560004782716331,0.06804041978281314,0.05636026327158051,0.45321840673805114,0.03259169869235881,0.6813766962971477,3.057080601560332,0.20494525796667562,0.3311766102216806,0.4021672914252252,0.6786443600034721,0.787822640922809
1496,7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5,0.3560004782716331,0.06804041978281314,0.05636026327158051,0.45321840673805114,0.03259169869235881,0.6813766962971477,3.057080601560332,0.20494525796667562,0.3311766102216806,0.4021672914252252,0.6786443600034721,0.787822640922809
1505,6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,3,0.9305309231205855,1.297065265543936,1.2887713534768064,0.5241661998139866,0.20119924270237777,0.9443463560547672,1.0481299666838535,0.39575018809110246,1.5478140410189438,0.16611498382168793,0.44397623759407134,3.265164632733176
1558,6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5,0.8156248341507949,0.5708233112305452,0.30309297137161045,2.9522756609068543,3.1356351026588634,4.7934997110696385,2.0839936520505993,0.5953754211662831,0.5903477345307295,0.5792065221278776,0.8663788579309919,0.787822640922809
1570,6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,6,1.102890056575271,0.9375253631126514,1.3301022132092988,0.24037502751024437,3.029366492933984,0.2988536251555206,0.34872372172373295,1.773785794545218,0.3815439816282134,1.6042773232048406,1.8557713620180567,0.4508483549823745
1574,5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6,1.5625144124544335,1.2168491916947248,2.613863765506409,8.060516762374213,0.2862141304822821,0.6813766962971477,1.3845874070904787,0.01236035689725005,0.5111295437827393,1.0513111373349522,0.07229363170661092,0.4508483549823745
1589,6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,5,0.9879839676054811,1.1015385855364845,0.36446303582288697,3.732701384742145,0.30746785242725816,1.2551613030095883,0.9892708338521496,0.5052730930519753,0.13679826698989028,0.6972326759296462,1.1479806048222734,0.787822640922809
